No,Category,Word,POS,Phonetic,Meaning,Synonym,Example_EN,Example_JA,Level
2455,,disoriented,形,/dɪˈsɔɹiˌɛntɪd/,方向感覚を失った、混乱した,"confused, perplexed, disorientation",become disoriented in the forest,森の中で方向感覚を失う,コア単語 レベル3
2456,,bustling,形,"/ˈbəsəɫɪŋ/, /ˈbəsɫɪŋ/",にぎやかな、活気に満ちた,"lively, busy, energetic, bustle",the bustling atmosphere of the city,その街の活気に満ちた雰囲気,コア単語 レベル3
2457,,complimentary,形,/ˌkɑmpɫəˈmɛntɝi/,①無料の ②称賛の,"flattering, praising, compliment",offer complimentary coffee,無料のコーヒーを提供する,コア単語 レベル3
2458,,diffusion,名,/dɪfˈjuʒən/,①拡散、発散 ②普及、流布,"spread, dispersion, dissemination, diffuse",a diffusion of new products,新製品の広まり,コア単語 レベル3
2459,,annotate,動,/ˈænəˌteɪt/,に注釈をつける,"comment, annotation",be annotated with footnotes,脚註が付けられている,コア単語 レベル3
2460,,briefing,名,/ˈbɹifɪŋ/,簡単な報告、ブリーフィング,"report, summary, brief",have a briefing about the economy,経済について簡単な報告を受ける,コア単語 レベル3
2461,,sarcastic,形,/sɑɹˈkæstɪk/,皮肉な,"cynical, ironic, sarcasm",I don't like his sarcastic comments.,私は彼の皮肉っぽいコメントは好きではない。,コア単語 レベル3
2462,,outweigh,動,/ˈaʊtˌweɪ/,①を上回る、に勝る ②より重い,"surpass, exceed",The potential benefits outweigh the risks.,潜在的な利点がリスクを上回る。,コア単語 レベル3
2463,,markedly,副,"/ˈmɑɹkədɫi/, /ˈmɑɹkɪdɫi/",著しく、際立って,"greatly, noticeably, significantly",India was markedly different from what I remembered.,インドは私が記憶していたものとは著しく異なっていた。,コア単語 レベル3
2464,,ascribe,動,/əsˈkɹaɪb/,に帰する,"attribute, credit, ascription",be ascribed to the employees' hard work,社員の多大な努力のおかげだ,コア単語 レベル3
2465,,jolt,動,/ˈdʒoʊɫt/,①に衝撃を与える ②を揺らす,"shake, shock, startle",jolt the entire industry,業界全体に衝撃を与える,コア単語 レベル3
2466,,cosy,形,/ˈkoʊzi/,居心地のよい、快適な,"comfortable, cosiness",a cosy little hotel,居心地のよい小さなホテル,コア単語 レベル3
2467,,ardent,形,/ˈɑɹdənt/,熱心な、熱烈な,"passionate, enthusiastic, fervent",an ardent classical music fan,熱心なクラシック音楽ファン,コア単語 レベル3
2468,,counteract,動,/ˈkaʊntɝˌækt/,を打ち消す、を抑制する,"neutralise, offset",counteract the effects of the new virus,その新型ウイルスの影響を抑制する,コア単語 レベル3
2469,,reclaim,動,/ɹiˈkɫeɪm/,①を取り戻す ②を再生する,"recover, retrieve, reclamation",reclaim part of the tax you've paid,あなたがすでに支払った税金の一部を取り戻す,コア単語 レベル3
2470,,duplicate,動,"/ˈdupɫəˌkeɪt/, /ˈdupɫəkət/",を複製する、を二重にする,"copy, replicate, mimic",duplicate the report,そのレポートを複製する,コア単語 レベル3
2471,,fixture,名,/ˈfɪkstʃɝ/,取り付け具、設備,"attachment, installation",the light fixtures,それらの照明器具,コア単語 レベル3
2472,,crumble,動,/ˈkɹəmbəɫ/,砕ける、崩れる,"break down, collapse, decay",These biscuits crumble easily.,これらのビスケットは砕けやすい。,コア単語 レベル3
2473,,remit,動,/ɹiˈmɪt/,①を送金する ②を減免する,"send, transmit, dispatch",remit the money to one's bank account,銀行口座にお金を送金する,コア単語 レベル3
2474,,dissolve,動,/dɪˈzɑɫv/,①溶解する ②解消する,melt,The medicine dissolves quickly.,その薬はすぐに溶ける。,コア単語 レベル3
2475,,forgo,動,/fɔɹˈɡoʊ/,を控える、をあきらめる,"give up, waive, relinquish",forgo lunch at a restaurant,レストランでの昼食をなしにする,コア単語 レベル3
2476,,glamorous,形,/ˈɡɫæmɝəs/,魅力的な、華やかな,"elegant, stylish, glamour",seem glamorous to many people,多くの人たちにとって魅力的に思える,コア単語 レベル3
2477,,hectic,形,/ˈhɛktɪk/,バタバタした、とても忙しい,"chaotic, frantic",Life has been rather hectic recently.,最近は生活がとてもバタバタしている。,コア単語 レベル3
2478,,foreseeable,形,/fɔɹˈsiəbəɫ/,予測可能な、予見できる,"predictable, expected, anticipated",for the foreseeable future,当面（見通し得る将来）,コア単語 レベル3
2479,,bump into,動,,にぶつかる、にばったり会う,"encounter, meet, run into",bump into a fence,フェンスに衝突する,コア単語 レベル3
2480,,cutlery,名,/ˈkətɫɝi/,刃物類（ナイフ・フォーク・スプーンなど）,utensil,lay the cutlery on the table,テーブルに食卓用金物を並べる,コア単語 レベル3
2481,,frantically,副,"/ˈfɹænəkəɫi/, /ˈfɹænəkɫi/, /ˈfɹæntəkəɫi/, /ˈfɹæntəkɫi/",狂乱して、必死に,desperately,frantically search everywhere,あちこち必死で探す,コア単語 レベル3
2482,,interim,名 / 形,"/ˈɪnɝəm/, /ˈɪntɝəm/, /ˈɪntɹəm/",[名] しばらくの間 [形] 仮の、臨時の,"temporary, provisional, transitional",use the older model in the interim,その間は古い機種を使う,コア単語 レベル3
2483,,morale,名,/mɝˈæɫ/,士気、意気込み,"mood, enthusiasm",the morale of the sales face -> 「the morale of the sales force」に修正,the morale of the sales force,コア単語 レベル3
2484,,stale,形,/ˈsteɪɫ/,①（飲食物などが）新鮮でない ②（空気が）よどんだ,"nasty, fresh",be left out and become stale,外に出されたままで新鮮でなくなる,コア単語 レベル3
2485,,muddle,名,/ˈmədəɫ/,混乱、ごたごた,"confuse, disorder",be in a muddle,混乱している,コア単語 レベル3
2486,,defy,動,/dɪˈfaɪ/,①（権力などに）逆らう ②（物・事が）を拒否する,"oppose, resist, obey, defiance",defy the laws of physics,物理法則に反する,コア単語 レベル3
2487,,obsolete,形,"/ˈɑbsəˌɫit/, /ˌɑbsəˈɫit/",時代遅れの、廃れた,"outdated, old-fashioned",do away with that obsolete law,その時代遅れの法律を廃止する,コア単語 レベル3
2488,,imminent,形,/ˈɪmənənt/,差し迫った、目前の,"approaching, impending, forthcoming, imminence",an imminent threat,差し迫った危険,コア単語 レベル3
2489,,opulent,形,/ˈɑpjəɫənt/,豊かな、ぜいたくな,"luxurious, lavish, opulence",one's opulent lifestyle,ぜいたくなライフスタイル,コア単語 レベル3
2490,,provocative,形,/pɹoʊˈvɑkətɪv/,挑発的な、刺激的な,"stimulating, challenging, provocation",be extremely provocative,とても挑発的である,コア単語 レベル3
2491,,reciprocal,形,/ɹɪˈsɪpɹəkəɫ/,相互の、返礼の,"mutual, shared, complementary, reciprocity",pay reciprocal visits,お互いに訪問し合う,コア単語 レベル3
2492,,sarcasm,名,/ˈsɑɹˌkæzəm/,皮肉、風刺,"irony, satire, sarcastic",use sarcasm in one's articles,記事の中で皮肉を使う,コア単語 レベル3
2493,,outset,名,/ˈaʊtˌsɛt/,始まり、開始,"beginning, start, commencement",know from the outset,最初からわかっている,コア単語 レベル3
2494,,passé,形,/ˈpæ.seɪ/,時代遅れの,"outdated, old-fashioned, obsolete",The term 'mobile phone' is passé.,「携帯電話」という用語は時代遅れだ。,コア単語 レベル3
2495,,scorching,形,/ˈskɔɹtʃɪŋ/,①灼熱の ②猛烈な,"blazing, burning",deal with the scorching sunlight,焼けつくような日差しに対処する,コア単語 レベル3
2496,,weather,動 / 名,/ˈwɛðɝ/,[動] （逆境を）乗り切る [名] 天気,overcome,weather the storm,その嵐を乗り切る,コア単語 レベル3
2497,,be taken aback,動,,面くらう、衝撃を受ける,"be surprised, be startled, be shocked",be taken aback by his sudden anger,彼が突然怒りだしたことに面くらう,コア単語 レベル3
2498,,scrunch,動,/ˈskɹəntʃ/,をくしゃくしゃにする,"crunch, squeeze, compress",scrunch up the rejection letter,その不採用通知をくしゃくしゃにする,コア単語 レベル3
2499,,acclimatise,動,,慣れる、に慣れさせる,"adapt, adjust, acclimatisation",acclimatise to life in a new place,新たな場所での生活に慣れる,コア単語 レベル3
2500,,standstill,名,/ˈstændˌstɪɫ/,停止、停滞,"halt, stop, pause",be at a standstill,停滞している,コア単語 レベル3
2501,,verify,動,/ˈvɛɹəˌfaɪ/,を確認する、を検証する、を確定する,"confirm, validate, authenticate, verification",verify you are the owner of this house,あなたがこの家屋の所有者であることを確認する,コア単語 レベル3
2502,,counterpart,名,/ˈkaʊntɝˌpɑɹt/,対応するもの(人)、同等のもの(人),"equivalent, peer",one's foreign counterpart,外国の自分と同等な人物,コア単語 レベル3
2503,,evacuation,名,"/iˈvækjəˈweɪʃən/, /ɪˌvækjəˈweɪʃən/",避難,"withdrawal, removal, evacuate",practise the evacuation drill,避難訓練を行う,コア単語 レベル3
2504,,idiosyncratic,形,/ˌɪdioʊˌsɪnˈkɹætɪk/,特異な、独特の,"peculiar, unique, distinctive, idiosyncrasy",an idiosyncratic tendency,特異な傾向,コア単語 レベル3
2505,,disperse,動,/dɪˈspɝs/,①を分散(解散)させる ②をまき散らす,"scatter, distribute, spread, dispersion",disperse the group of demonstrators,デモをしていた集団を解散させる,コア単語 レベル3
2506,,suffocate,動,/ˈsəfəˌkeɪt/,窒息(死)する、を窒息(死)させる,"strangle, choke, stifle, suffocation",Babies can suffocate if they sleep face down.,新生児は、うつ伏せで寝ていると窒息する恐れがある。,コア単語 レベル3
2507,,dotted,形,"/ˈdɑtəd/, /ˈdɑtɪd/",点を打った(でできた),"speckled, sprinkled, dot",on the dotted line,その点線の部分に,コア単語 レベル3
2508,,flimsy,形,/ˈfɫɪmzi/,①(建物などが)もろい、粗末な ②薄い,"fragile, weak, delicate",break that flimsy emergency shelter,その粗末な緊急避難所を壊す,コア単語 レベル3
2509,,icon,名,/ˈaɪkɑn/,象徴、像,"symbol, figure, iconic",be regarded as a high-tech icon,ハイテク界の象徴と見なされる,コア単語 レベル3
2510,,rehabilitate,動,"/ˌɹiəˈbɪɫəˌteɪt/, /ˌɹihəˈbɪɫəˌteɪt/",を元の状態に戻す、にリハビリを行う,"restore, revive, rehabilitation",help rehabilitate patients,患者にリハビリを行うのを補助する,コア単語 レベル3
2511,,pressing,形,/ˈpɹɛsɪŋ/,差し迫った,"urgent, imminent",a pressing emergency situation,差し迫った緊急事態,コア単語 レベル3
2512,,empower,動,/ɪmˈpaʊɝ/,①に権限を与える ②に力を与える,authorise,be empowered to change the rules,規則を変更する権限を与えられている,コア単語 レベル3
2513,,accountable,形,"/əˈkaʊnəbəɫ/, /əˈkaʊntəbəɫ/",①責任がある ②説明できる,"responsible, liable, accountability",We will hold you accountable for any damage.,いかなる損害も、あなたにその責任を負ってもらう。,コア単語 レベル3
2514,,retrieve,動,"/ɹiˈtɹiv/, /ɹɪˈtɹiv/",①を取り戻す ②を回復する,"recover, retrieval",retrieve one's wallet at the lost-and-found,遺失物取扱所で財布を引き取る,コア単語 レベル3
2515,,vibe,名,/ˈvaɪb/,雰囲気、気分,"atmosphere, mood",have a cool California vibe,カリフォルニアっぽいクールな雰囲気がある,コア単語 レベル3
2516,,influx,名,/ˈɪnˌfɫəks/,流入,flow,an influx of immigrants,移民の流入,コア単語 レベル3
2517,,allotment,名,/əˈɫɑtmənt/,割り当て、分配,"distribution, assignment, allot",receive an allotment of money,お金の分配を受け取る,コア単語 レベル3
2518,,mishap,名,/ˈmɪsˌhæp/,不運な出来事、災難,misfortune,I had a slight mishap yesterday.,昨日、ちょっとした災難があった。,コア単語 レベル3
2519,,composure,名,/kəmˈpoʊʒɝ/,落ち着き、冷静,"calmness, serenity, tranquility",deal with the trouble with composure,そのトラブルに冷静に対処する,コア単語 レベル3
2520,,upheaval,名,/əpˈhivəɫ/,大混乱、激変,"disruption, turmoil, disturbance",The stock market saw an upheaval.,株式市場は大混乱を経験した。,コア単語 レベル3
2521,,affinity,名,"/əˈfɪnəti/, /əˈfɪnɪti/",親しみ、強い好み,"liking, attraction",share an affinity for hiking in nature,自然の中でハイキングをするのが好きなことが共通する,コア単語 レベル3
2522,,solidarity,名,/ˌsɑɫəˈdɛɹəti/,団結、結束,"unity, cooperation, solid",Solidarity is the key to success.,団結が成功の鍵である。,コア単語 レベル3
2523,,dire,形,"/ˈdaɪɝ/, /ˈdaɪɹ/",悲惨な、深刻な,dreadful,have dire consequences,悲惨な結果をもたらす,コア単語 レベル3
